image_path,age,gender
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_1_0_20170109204641514.jpg.chip.jpg,11,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_1_0_20170109204833458.jpg.chip.jpg,11,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_1_0_20170109205013531.jpg.chip.jpg,11,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_1_0_20170109205122664.jpg.chip.jpg,11,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_1_0_20170109205125500.jpg.chip.jpg,11,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_1_0_20170109205136852.jpg.chip.jpg,11,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_1_0_20170109205211093.jpg.chip.jpg,11,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_1_0_20170109205214234.jpg.chip.jpg,11,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_1_0_20170109205247087.jpg.chip.jpg,11,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_1_0_20170109205438571.jpg.chip.jpg,11,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_1_0_20170109205441860.jpg.chip.jpg,11,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_1_0_20170110224810583.jpg.chip.jpg,11,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_1_0_20170117133441179.jpg.chip.jpg,11,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_1_1_20170109203712835.jpg.chip.jpg,11,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_1_2_20170104005111615.jpg.chip.jpg,11,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_1_3_20170104222911112.jpg.chip.jpg,11,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_1_3_20170104223632543.jpg.chip.jpg,11,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_1_4_20161223225953124.jpg.chip.jpg,11,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_1_4_20170103201747167.jpg.chip.jpg,11,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_1_4_20170104005813063.jpg.chip.jpg,11,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_0_0_20170103200900511.jpg.chip.jpg,12,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_0_0_20170103201859385.jpg.chip.jpg,12,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_0_0_20170104013257914.jpg.chip.jpg,12,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_0_0_20170110220108459.jpg.chip.jpg,12,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_0_0_20170110221819113.jpg.chip.jpg,12,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_0_0_20170110224833703.jpg.chip.jpg,12,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_0_0_20170110224843637.jpg.chip.jpg,12,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_0_0_20170110225028524.jpg.chip.jpg,12,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_0_0_20170110225257257.jpg.chip.jpg,12,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_0_0_20170110225330874.jpg.chip.jpg,12,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_0_0_20170117133903517.jpg.chip.jpg,12,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_0_0_20170117141849040.jpg.chip.jpg,12,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_0_0_20170117145849076.jpg.chip.jpg,12,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_0_0_20170117165940524.jpg.chip.jpg,12,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_0_0_20170117182308749.jpg.chip.jpg,12,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_0_1_20170110224244673.jpg.chip.jpg,12,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_0_1_20170110225335956.jpg.chip.jpg,12,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_0_2_20161219212833549.jpg.chip.jpg,12,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_0_2_20170104012525810.jpg.chip.jpg,12,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_0_2_20170104013228314.jpg.chip.jpg,12,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_0_3_20170104013451506.jpg.chip.jpg,12,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_0_3_20170104225715968.jpg.chip.jpg,12,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_0_3_20170104225802393.jpg.chip.jpg,12,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_0_3_20170104230255729.jpg.chip.jpg,12,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_0_4_20170103200538198.jpg.chip.jpg,12,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170102234319611.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170102234723371.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170103200711205.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170103200944175.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170104005520631.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170104005712405.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170104013410523.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170109193530060.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170109200852145.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170109200904988.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170109201553786.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170109201611941.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170109203240213.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170109203306886.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170109203310061.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170109203424756.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170109203628860.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170109203631496.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170109203700059.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170109203709140.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170109204113685.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170109204206273.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170109204241570.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170109204428993.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170109204507030.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170109204750280.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170109204805155.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170109204815030.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170109205045850.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170109205056743.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170109205104124.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170109205130906.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170109212505669.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170109214236402.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170109214435512.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170116211852302.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170117143729521.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170117181943783.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_0_20170117193148948.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_1_20170109214204794.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_1_20170109214642524.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_1_20170112213303693.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_2_20170103200922406.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_2_20170103201240488.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_2_20170104012405785.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_2_20170109203838187.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_2_20170109214246240.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_2_20170116190115810.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_2_20170117194013371.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_3_20161220222343139.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_3_20170104012400657.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_3_20170104013517483.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_3_20170104221704334.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_3_20170104223448631.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_3_20170104223643593.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_3_20170117152932909.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_3_20170117174916351.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_4_20161223230033380.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_4_20170103200721583.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_4_20170103200804119.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_4_20170104011715593.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_12_1_4_20170109214232071.jpg.chip.jpg,12,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_13_0_0_20170103200631336.jpg.chip.jpg,13,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_13_0_0_20170103200856687.jpg.chip.jpg,13,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_13_0_0_20170104003724576.jpg.chip.jpg,13,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_13_0_0_20170104011725761.jpg.chip.jpg,13,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_13_0_0_20170104012320089.jpg.chip.jpg,13,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_13_0_0_20170104013342923.jpg.chip.jpg,13,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_13_0_0_20170110220242419.jpg.chip.jpg,13,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_13_0_0_20170110220458081.jpg.chip.jpg,13,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_13_0_0_20170110224337867.jpg.chip.jpg,13,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_13_0_0_20170110224531616.jpg.chip.jpg,13,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_13_0_0_20170110224625011.jpg.chip.jpg,13,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_13_0_0_20170110224751365.jpg.chip.jpg,13,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_13_0_0_20170110224801290.jpg.chip.jpg,13,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_13_0_0_20170110225059227.jpg.chip.jpg,13,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_13_0_0_20170110225302179.jpg.chip.jpg,13,0
